Reviewer Name,Rating,Review Text,Sentiment
Yogi2727 - December,2,"Customer rating: 2 out of 5 stars Strong Features, Serious Structural Concerns Verified Buyer Reviewed by Yogi2727 - December 9, 2025 I purchased these headphones during the Black Friday sale and was initially impressed with their performance. Upon testing, I found them to be lightweight with a secure fit and exceptional active noise cancellation capabilities. The overall sound quality and design met my expectations.
However, within one week of use, I noticed a hairline fracture developing on the ear cup. Upon investigation, I discovered this appears to be a widespread manufacturing defect, with numerous user reports documenting similar issues. Given the prevalence of this problem, I made the difficult decision to return the headphones rather than risk receiving another pair with the same defect.
While the product offers good value for the price point, the structural integrity issue is a significant concern that warrants resolution before purchase. Potential buyers should be aware that the durability of this model remains questionable until the manufacturing defect is addressed. Review originally posted on sony.com No, I would not recommend this to a friend.",Positive
KitchenAid - May,2,"Customer rating: 2 out of 5 stars Not impressed by the ""new"" Verified Buyer Reviewed by KitchenAid - May 27, 2022 [This review was collected as part of a promotion.] I don't think I've EVER purchased a ""new"" ""upgraded"" so called ""next gen"" tech item, and then so VERY much wanted my old one back.  I had the XM4's headphones these XM5's aren't better or improved, to me.  I paid $160 to upgrade and lost features! 
I prefer the old ear shape, I prefer that when I used to fold them into their case then I could also put them away in purse.  The XM5 case to too large for any purse, I can see that it's flatness of the XM5 case may be convenient for a backpack.  I expected there to be a GOOD REASON for their ""new"" shape, but I haven't found it.  The stem (or whatever you call the part) that connects the headphone to the headband part seems less sturdy, than the flatter ""stem"" of the XM4's.  **Photographed are my XM2's, but I used the 4's that were still under warantee thinking I was going to get a better product... I didn't get a better product, and with warrantee these set me back over $500.  For that I need to be impressed and I'm not. Review originally posted on bestbuy.com No, I would not recommend this to a friend.",Positive
kkelly - October,4,"Customer rating: 4 out of 5 stars Great Noise Canceling Sony Headphones! Reviewed by kkelly - October 7, 2022 [This review was collected as part of a promotion.] These Sony Noise Canceling headphones are excellent! So many great features with these headphones and has a great collapsible carrying case and the charge last up to 30 hours. These wireless headphones are comfortable and have touch controls so you can pause, play or control the volume. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
DanielleW - August,1,"Customer rating: 1 out of 5 stars DO NOT BUY THESE HEADPHONES Verified Buyer Reviewed by DanielleW - August 27, 2025 [This review was collected as part of a promotion.] I've owned these for less then a year and when i plugged them in to charge one night when i woke up the next day the charger was melted to the charging port and now i cant charge it anymore 0/10 do not buy Review originally posted on bestbuy.com No, I would not recommend this to a friend.",Neutral
Stefan_80 - December,5,"Customer rating: 5 out of 5 stars Very happy to say Reviewed by Stefan_80 - December 11, 2022 I'm very happy with my latest Sony WH-1000XM5 ... the sound it's brilliant, very good quality product, very well made, I definitely recommend them. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
"RedStag - May 31,",5,"Customer rating: 5 out of 5 stars Endless possibilities Reviewed by RedStag - May 31, 2022 [This review was collected as part of a promotion.] Sony WH-1000XM5
Wow what a phenomenal product! Having read all the publicity material about this product,
what it didn’t make clear, was the breadth of opportunity to fine tune your listening using a very well designed app downloaded to your smartphone. Connection to all my devices laptop, pc and smartphone was very easy and the soft ear shells are so light and comfortable.
I have only had the unit for a couple of weeks but the performance using both Bluetooth and the connecting cable is excellent. Re-charging the unit battery is necessary if you choose to maximise the use the noise cancelling feature and the voice assist functions. Charging is quick and a good battery power up time is confirmed. The voice guidance was a pleasant surprise when my battery needed charging.
Connecting to multiple devices is easy using the app. By using the comprehensive online “Help Guide” and the “Headphones Connect app”, I have been able to troubleshoot issues caused by my setting experimentation! There is so much more to enjoy and explore for me. This product will change your listening pleasure taking account of your location with any background noise whilst linked to multiple devices. I recommend this product. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
"Andy68 - May 26,",4,"Customer rating: 4 out of 5 stars Good, but not perfect. Reviewed by Andy68 - May 26, 2022 [This review was collected as part of a promotion.] Like recent Sony headphones, the WH-1000XM5 come in highly recyclable packaging that still feels high quality and unboxing is a pleasant experience.

The provided case is compact and the headphones fold very flat. There will be no problem slipping them in to a small bag.

The headphones are light but still feel reasonably well made.

The fit is great. Very comfortable and sound isolation, even switched off, is very impressive.
The noise cancelling is the best I've heard and I'd feel very confident taking these headphones on a long haul flight knowing their 30 hours battery life, and comfort and noise cancelling would ease my time away.

Its not all roses though. The sound is competent and reasonable well rounded but there is definitely a closed in feeling that you don't get with some other premium noise cancelling headphones. At best, is steals the ambience from the music and the soundstage is muddled. At worse it sounds like listening to music in a wooden box.

I have another pair of premium brand over ear noise cancelling headphones that are about 8 years old that I find much more enjoyable to listen to.

There is a lot to like here and the sound presentation maybe to others taste, but I felt is was a little disappointing. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
Julie22 - October,5,"Customer rating: 5 out of 5 stars Great sound quality/best noise canceling hdphones Reviewed by Julie22 - October 7, 2022 [This review was collected as part of a promotion.] I was excited to start using Sony's WH-1000XM5 Wireless Noise Canceling Headphones. I am currently typing this review while wearing the headphones!  First of all, the headphones are stored in a sleek carrying case.  There is a pocket for the headphone wired jack/cable and charger cable (very short cable?). Beautiful case, but bigger than previous model as this model's headphones do not fold up? Sound is AWESOME.  Noise cancelling feature is FANTASTIC.I cannot hear much outside noise when I have these headphones on.  Earpads are very very soft and comfortable. Hope the material on the earpads last after prolonged usage. Headband hurts a bit at the top of my head as it weighs down a bit, but that can be just me - I have a sensitive head.  Overall, a snug fit -- not too tight.  Learning curve was a bit tougher as I am older - but my son had the headphones up and running and playing around with its features in 15 seconds flat!!!!  Meanwhile,  I had to download Sony's headphone software onto my  iPhone. Do that as there are instructions in the app. Plus, you can set it up to link to Spotify, etc. and use the touch controls - for example, swiping up on the right headphone raises the volume, swiping down decreases volume, double tab pauses the music, forward swipe forwards to next song, taking off headphones shuts off power, etc.  These touch features are really snazzy when working correctly, but then I've experienced glitchiness as well. Lots of other features on the app  you can play with and customize to your liking.  I like the fast charging of battery and LONG battery life - big plus for me.  DEFINITELY WILL COME IN HANDY TO NOT ALWAYS BE WORRYING ABOUT CHARGING HEADPHONES! I foresee myself using this pair of headphones quite often! Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
DoctorSimon31 -,5,"Customer rating: 5 out of 5 stars Studio Quality, comfortable and clever to boot! Reviewed by DoctorSimon31 - June 5, 2022 [This review was collected as part of a promotion.] What a great set of high quality, noise cancelling headphones from Sony!

For comfort, they are light and highly adjustable, with soft ear cups and headband, ensuring they stay in place as well as not becoming irritable after a period of time. This is just as well as the battery life is exceptional, with 30 hours on a full charge and 3 hours in just 3 mins. 

There is a handy red dot above the right cup, inside the headband to quickly remind you which way round to put them on! When first worn, even powered off, you have a sense of complete cover over the ear and how immediately the ambient sound is reduced. Then when turned on and the noise cancelling is activated, almost no ambient sounds can be heard. Then play some music and forget about around you!

The Headphones Connect app from Sony is essential: it enables scenario specific noise cancelling through the Adaptive Sound Control, according to the activity and location, and even learns your preferences. You are even able to control the amount of ambient noise allowed in. All of this is cleverly managed by microphones inside and outside the ear cup. A true test of the noise cancelling was while mowing the lawn: very impressive.

There are a multitude of settings and functions available within the app, too many to go through here, but one that I have found extremely useful is being able to connect to two devices at once. Using the Headphones Connect app while connected to my TV or laptop allows control of the functions while listening to another source. 

Beyond the app, there is an intuitive touch control pad on the flat side of the right cup. Volume, track choice and call receiving all wok using taps and swipes. The clarity that the microphones provide in call is envied by those that I´m talking to: they find it difficult to believe I´m using headphones.

Be patient for a software update, when it occurs, but nice to see regular support through the app.

Still trying to get to grasp with all of the functions, like Speak-to-chat and the seriously useful Pause when headphones taken off, especially when watching a film and an inevitable interruption; I am thoroughly enjoying this impressive high quality product from Sony. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
"Raff - May 31,",4,"Customer rating: 4 out of 5 stars Almost perfection Reviewed by Raff - May 31, 2022 [This review was collected as part of a promotion.] First, my qualifications.  I am retired now, but was a professional player, arranger, and conductor.  I have listened to music through headphones and speakers all my life and am very conversant with what is needed to convey the quality of a performance. 

I listen to extremely dynamic music, both in range and power (which translates as volume on listening devices).  My taste ranges from Renaissance to Electronic music and from Jazz to Heavy Metal.  

I listen mainly to .wav (lossless) format files.  Therefore I need headphones to be able to convey the extremes of power with the same accuracy throughout the range; not to lose anything really soft, nor to be distorted at the other end of the spectrum.

QUALITY  As expected from Sony, the quality and presentation of these headphones is of the highest.  

They have their own case that also contains the headphone jack for direct listening and a USB-C cable for recharging.  

The matt finish does tend to show grease marks, but these are easily wiped away.

OPERATIONS.  They are intuitively easy to operate, just one button for on/off and one for Noise Cancelling/Ambient listening.  

Bluetooth connects immediately and there was no difficulty in getting any of my devices to recognise the headphones.  

I charged them as soon as they arrived and after about an hour's use they were down to 45% charge, but I expect that to improve as the batteries get up to operating standard.

PERFORMANCE.  I didn't research these headphones when they arrived, because I didn't want to be influenced by anything before I tried them. I could see that they were very well made, but I had no idea of the cost so didn't know what to expect regarding sound quality.  

Having tried the Ambient setting, I now exclusively use Noise Cancelling, which is remarkable and I have to rely on the dog to tell me whenever anyone is rapping on the front door, next to where I'm sitting. 

I could eulogise about how rich and sonorous the reproduction is from these headphones, but I don't really have the vocabulary that HiFi buffs have.  All I can say is that the sound is the best I've heard from headphones.  I don't think it's possible to exactly reproduce the aural experience of sitting in a concert hall with good acoustics, because of all the atmosphere that microphones can't garner, but these headphones are the next best thing.

So why only four stars? Because they become slightly uncomfortable after only a short time as my ears got hot.  I suppose it's part of the Noise Cancelling design, but, although bearable, it is a relief when I take them off.  Having said that, I listen to works lasting hours rather than minutes, so perhaps I'm not the typical user.

VERDICT.  Outstanding! Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
"blah - May 25,",5,"Customer rating: 5 out of 5 stars Great headphones! Just wish they folded down again Reviewed by blah - May 25, 2022 [This review was collected as part of a promotion.] Great headphones!! Just wish they folded down like last year’s model, in a more compact way for travel.

Great packaging, no plastic, environmentally friendly. Comes with a great case, however this year’s upgrade on these over the ear headphones doesn’t fold down, and just turn the earcups down, so the case is just physically larger. It isn’t a huge deal, but it does take a little more space if you travel. The good news is the case is really good, and has a great little separate compartment for your cables, charger, etc.

The design of this year’s XM5, seems to use some kind of synthetic leather, and feels fantastic to the touch, and seems a bit lighter than last year's XM4s. The XM5s look very modern, and radically different to last year's model, and I think they look great. The XM5s use a smaller 30mm driver, and while they do still sound good, the XM4s have stronger bass. I personally feel the XM4s sound a little bit better, however I like heavy bass in music. The XM5s still sound great, but it might not be quite as good in the bass department for some users due to the smaller 30mm driver, vs the XM4s 40mm drivers. The app on android / iOS has tons of great functionality, and a great little equalizer presets, and the ability to customize your own equalizer settings and save it to a custom preset saved to the app and headphone itself.

A note on charging. The battery life on these is great!! I seem to be getting around 25 hours on a full charge or so in my use case so far with ANC turned on most of the time. And, while I feel that is great, what is even more awesome is that if I am in a rush to get somewhere, and only have a few minutes to charge, I can get about 3 hours of battery time in less than 5 minutes!!! That is great, as I sometimes forget to charge before needing to jump on a train or bus.

Noise cancellation is great, as expected. It isn’t quite a huge jump in noise reduction vs the XM4s, however it is definitely better. I absolutely love the ear cups in the XM5s. The XM4s ear cups were a bit too shallow for my ears, and would eventually rub against my ears a little. There is more room in these now, and don’t touch my ears anymore. I love the speak to chat function via the app, where the XM5s can sense you talking while listening to music, and will temporarily pause, push in sound from the outside via the microphones, and you can hear who you are talking to while not removing the headphones. It works really well, and is great around my home where if I see someone in my home trying to speak to me while I have the ANC turned on, I just “speak to chat”, and can hear them. Stop talking after a short while, and it will resume playing your music or media sound from your connected device. Another great thing is that these headphones can be connected to 2 devices simultaneously. I use these with my Pixel 6, and also my Window 11 laptop, and move from taking voice calls via google voice app, and music back and forth. Works great!! I cannot ever imagine not having this in headphones.

Call quality is very good, and it does seem to be a bit better than the XM4s. I think this is because the XM5s have more microphones on this year’s model.

Love these headphones! Just wish they figured out a way to collapse the headphones like last years model. It isn’t a deal breaker for me, but these are just a little more difficult to fit in a tight bag. But, the sound quality is still phenomenal, ANC is the best available, and the speak to chat option is amazing (it can be disabled by the way.) Highly recommended!!! Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
callmeageeth -,5,"Customer rating: 5 out of 5 stars The new gold standard in headphones Reviewed by callmeageeth - May 31, 2022 [This review was collected as part of a promotion.] There’s little to complain about with the MX5 headphones. They are comfortable and sound phenomenal. The biggest gripe would be the purchase price, but if you are looking for the best in class noise canceling with superior audio quality, these demand consideration. 

IN THE BOX
The headphones come in Sony’s eco friendly packaging. Inside the packaging you’ll find the headphones in their case. The case has a large-ish footprint, but it feels slim. It’s made of high quality, durable materials. Unzipping the case you’ll find the headphones. They don’t fold like previous models (hence, the larger case) but the ear cups turn to make them flat. Inside the case is a magnetic flap that opens with a gentle pull that reveals a USB-C charging cable and 3.5 MM to 3.5 MM audio cable to connect your headphones to an audio jack. Unlike my older Bose models, the audio cable plug is full size on both ends of the cable. (making them interchangeable). 

SETTING UP
If you wanted, you could simply charge these headphones up, turn them on, connect to your phone and begin listening to music. But I recommend downloading the Sony Connect App as a part of this process. There, you can change some of the noise canceling settings (like adaptive noise canceling, turning off music when someone is talking, or change the EQ levels). More importantly, that’s where you get the firmware updates. I suspect they’re not necessary, but are highly recommended to keep the headphones operating at their best. 

DESIGN
The MX5s updated their design from the MX3 and MX4. They now more closely resemble the new Bose headphones which isn’t really a bad thing. I didn’t hate the MX3 or MX4 designs, nor did I love them. They were headphones. The MX5s, however, look more sleek.But functionality is what counts, specifically comfort. 

There’s seemingly no metal in these headphones. I’m guessing to keep their weight down. Part of me wishes the band was made out of metal, purely for durability’s sake, but these seem to handle what you can throw at them (within reason of course). You can grab the cans and twist and turn and the headband snaps back into place with ease. 

The headband is obviously adjustable, like virtually all over the ear headphones. Here there’s no clicking, the band adjusts with virtually little friction as the arms slide in and out of the headband itself. 

The ear cups are huge. I have a big head, thus big ears, and most ear cups lay partially on my ear which causes discomfort over time. With the MX5s, my entire ear fits inside the cup so there’s no pinch points. I’m not sure if it’s in my head, but my ears feel cooler too. Maybe it’s because they’re not getting squeezed? The cushions feel like some kind of pleather, you push in and and they feel like memory foam (they’re not, but do feel cushiony). 

Last, I’ll just say that they are extremely light. So much so, you’d have no problem wearing them hours on end if you chose to. I don’t think you’ll ever forget they’re there, in my opinion, no such world exists where you don’t feel like you’re wearing headphones, but it comes close. 

EASE OF USE
If you’ve owned a pair of MX headphones before, the navigation will be very familiar to you. The outside of the right ear cup is touch sensitive. You simply swipe left or right to advance (or go back) tracks, and swiping up and down controls the volume. I very much prefer this design over hard buttons because they have a little room for error in terms of locating any buttons. There’s a power button as well as an ANC button. Turning ANC effectively turns the outer microphones on and projects ambient noise inside your headphones. I try to avoid ever turning ANC off, but I can see where this is a neat or even essential feature for some, especially crossing crowded streets. 

SOUND QUALITY AND NOISE CANCELING
The noise canceling is superb. It’s almost too good. Like, where do we go from here? Or, it seemingly feels so quiet it’s creepy. I don’t put on noise canceling headphones to simply cancel the noise, I use them in conjunction with listening to music or podcasts. But I tried it out and if that’s your thing (literally no noise) then these are the best headphones on the market now. Now, to be fair, it doesn’t eliminate all noise; I could hear a loud passenger jet pass over my head (I’m just a couple of miles from the airport). But everyday sounds essentially disappeared.

In terms of sound quality, I have to say it’s great. I’m no audiophile by any stretch, but I can certainly appreciate quality sound. I’ve listened to everything from classical, to rap, to pop to 80s rock. And they all sound terrific. The default setting doesn’t have the deep bass the MX3s and MX4s are known for; the default seems to emphasize the treble and mid range. But if you were missing that deep bass, you can go into the Sony Connect app and can fine tune the EQ or preset EQs to get the sound you preferred. There’s a lot of customization in the app to make everyone happy. I stuck with the default settings because I liked the crisp sound.

OTHER FEATURES
I previously mentioned the app. It does a little more than push firmware updates and allow you to adjust the EQ settings. Here you can set up Sony’s 360 degree audio features. The headphones, through your phone, examines the shape of your ears and tweaks the settings for optimum performance. Unfortunately, I haven’t tried this feature because (my assumption) there’s a pay wall behind this content (and only select apps support it). Probably the coolest feature is adaptive sound, which tracks how you wear your headphones to optimize the noise canceling and sound settings.You can also turn on the feature that pauses your music automatically if the headphones sense you talking. For example, someone walks up to you and asks you a question while you’re listening to music, it will automatically pause so you can communicate with said person. The music will automatically continue after a set duration of time (which can be changed in the app). While I liked the feature as it was intended, it prevents me from singing along to the music. Once it detects your own voice, when you’re belting out your favorite song, the music will pause. So, unfortunately for me I had to turn that setting off.
CONCLUSION
There’s tons and tons of headphone options on the market. The Sony MX5s are certainly not cheap. But if sound and noise canceling matters enough to you, this is the pair to get. I’m sure there are other headphones that sound just as good, but you really can’t beat the combination of sound quality, noise cancelation and design. 

Last, I’ll just say that the case is a tad bigger than previous Sony models or even the Bose QC45, but I didn’t find it to be that big of a deal. It would be nice if they folded up to a smaller package, I have to believe that the Sony engineers had good reason not to. Either way, I wouldn’t let the size of the case or the headphones inability to “fold up” sway your decision to get these or not. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Runner123 - October,5,"Customer rating: 5 out of 5 stars Amazing Reviewed by Runner123 - October 5, 2022 [This review was collected as part of a promotion.] I am in love with Sony’s headphones! These are nothing but exceptional! 
They came in a case box that is perfect for storing when not in use. And it’s easy to store. 
The blue tooth paring capability is perfection. I was and continue to be able to pair once my bluetooth is on and the headphones are on. It is easy for me to also pair with my peloton and connects seamlessly. 
Now the noise…stunning! I cannot hear anything around me while I am working, working out or just listening. Perfect when I want to tune out my world and enter another one. 
They also fit comfortably over my ears and stay put! They are super light weight which I also love! 
These are better quality than the other leading brands and I will continue to buy this brand! 
Absolutely in love with these! I can’t say it enough. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
Sirscott - January,5,"Customer rating: 5 out of 5 stars Best headphones! Verified Buyer Reviewed by Sirscott - January 6, 2025 [This review was collected as part of a promotion.] I love these headphones, they are the best I've ever had so far and I've had many other brands over 40 years. The build  quality is excellent, and sounds amazing too. They are more comfortable than the wh-1000 xm4 and have better noise isolation. They still come with the cord with mic and extras for travel. I'd say they sound a little better but more improved is the comfort and battery life! The battery is significantly better. I'd recommend these especially at the sale price. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
FabianL - July,5,"Customer rating: 5 out of 5 stars Perfect for any situation Verified Buyer Reviewed by FabianL - July 10, 2023 [This review was collected as part of a promotion.] I have been using these for work at my office when I speak with clients as well as dailys for the gym/free time. Going on about 8 months with them. Love the fact that they are comfortable, can connect to work & personal phone or whatever 2 devices. Easy to clean. I sweat a lot @ the gym and and have no issues with cleaning them with a baby wipe/damp towel every time. Noise Canceling is great! 9/10. With NC off it's perfect for sound and being able to walk aware of your surroundings. Battery like is A1, I use them about 8 hours a day and can't remember a time they have every ran out. Charging is quick. Will Def buy these again or newer model hopefully when they no longer work. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Rnrk - October,5,"Customer rating: 5 out of 5 stars Great quality, excellent value for money! Verified Buyer Reviewed by Rnrk - October 11, 2023 [This review was collected as part of a promotion.] Worth every dollar! I've owned some less expensive headphones from Sennheiser and Sony. The price point of the WH1000XM - series used to make me think twice, but when I tried them at the store, the sound quality and the noise cancelling performance really stood out.

I've had a pair of these for over a year now, and I've used them almost everyday - they're robust, and have held up very well. Build quality is great. 

With all the options available on the market, the reality is: what you pay for is what you get. So, if all the above factors are important to you as a user, these are a good investment. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
EFerg - October,5,"Customer rating: 5 out of 5 stars Extreme quality sound and product! Reviewed by EFerg - October 9, 2022 [This review was collected as part of a promotion.] Sony WH-1000XM5 has an excellent quality on sound, product and presentation! Again, Sony doesn’t disappoint. The product presentation was high class. The case that stores the headphones is super nice and has a spot for the cables. Let’s get to the good part, sound. The noise canceling was very noticeable. The sound is, quality to the max! I watched a movie and it was great, I took a phone call and it was great. The phone call, person on other end could kinda hear a conversation going on in background (about 6ft away) but my voice was the more prominent. I love the memory foam cushions around the ear and headband which makes for hours of listening time. Connection to my phone was a breeze. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
DavidZ - January,1,"Customer rating: 1 out of 5 stars I returned them and am way happier w Bose QC45 Verified Buyer Reviewed by DavidZ - January 8, 2023 [This review was collected as part of a promotion.] I went from Bose QC35 for four years to these yet after two road trips, I returned them and bought some Bose QC45s and are way happier.  The #1 reason is the head band is so narrow the weight of the cans hurt my head enough to give me a headache.  This was after 4+ hours so if you are walking on campus for 10 mins, this may not be an issue.  I also like how the Bose has volume buttons.  They are far faster to adjust than swiping over and over without accidentally skipping forward or back.  I also like how the Bose have an R and L prominent in the cups so you can quickly see what goes where compared to a small R on the Sony.  Also, the Bose fold and the case is both nicer and smaller.  Plus, the Bose are less expensive. Granted, you can upload photos of your ears to supposedly analyze them for better sound but who does that?  I believe the sound is just as good in the Bose as the Sony’s for 99.5% of those who can afford either pair. Review originally posted on bestbuy.com No, I would not recommend this to a friend.",Positive
MichaelA92 - June,5,"Customer rating: 5 out of 5 stars Fantastic quality, definitely recommend Reviewed by MichaelA92 - June 1, 2022 [This review was collected as part of a promotion.] Ive had these for over 2 weeks and they're excellent, the quality in sound and build is top notch. The noise cancelling is almost comparable to in-ear which cements why these are industry leading in noise cancelling. Great bass and hi-res audio is clear even with heavy bass. Definitely recommend them if you can spare the money to buy. Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
BryannaS - June,5,"Customer rating: 5 out of 5 stars Sony is the Best Choice. Verified Buyer Reviewed by BryannaS - June 10, 2025 [This review was collected as part of a promotion.] These Sony headphone are the TRUTH. Sony headphone have gotten me through some of the noises days. Being I used to be in band. The noise cancellation really works wonders. The headphone cushion are comfortable fitted to your ear and stable. When you first buy them the headphone fit a little tight but will get loose after awhile. Please avoid any steam or water because it will get damaged. I avoid any hard rain fall because they will get damaged. I try to keep it out the shower because they will get mess up. Overall I use these more than my beats. Also the sound quality is top tier. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
XxCaseyxXc - November,5,"Customer rating: 5 out of 5 stars Superior To Everything Else I've Ever Used Verified Buyer Reviewed by XxCaseyxXc - November 27, 2022 [This review was collected as part of a promotion.] I've had these since July and I've used them everyday for between 4 and 16 hours a day. They are so comfortable that I sometimes forget I even have them on. Sounds quality is top notch especially with custom EQ settings. Short and simple review just buy them you won't be disappointed. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Edders1 - January,5,"Customer rating: 5 out of 5 stars Fantastic noise cancelling headphones Reviewed by Edders1 - January 9, 2023 Thought hard about this purchase as I already own a pair of older noise cancelling headphones.
However the WH-1000XM5 headphones are far superior.
Great battery life, comfortable to wear and a nice Carry Case.
Well pleased with purchase Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
"Toggge - June 9,",5,"Customer rating: 5 out of 5 stars Great sound Reviewed by Toggge - June 9, 2022 [This review was collected as part of a promotion.] My first set of over-ear headphones for many years. 
First impression: A smart carry case, with a fabric finish that I really like, perhaps a little large so it goes in a backpack. I found that the case could take a small battery pack to the headphones can recharge. 
The noise cancelling is fabulous. You can listen to music in the same room as someone watching TV and have no interruption.
On to a not so good. There are lots of booklets full of data, but no instruction manual. In theory you need to download a Sony app to be able to change the sound style, it takes a while. I found that when using the app if the phone is in my back pocket, it can randomly turn off or change the settings. In a jacket pocket this doesn’t happen. 
There’s an option to sign up for 360 degree sound, but it doesn’t work with any well know music app that I have on my phone.
So what is my conclusion. Primarily I use the headphones without the app, the sound is sumptuous, even on trains and planes, Fantastic for travel, for more active use I use Sony in ear.
Ease of set up 60%
Sound quality 100% Review originally posted on sony.com Yes, I would recommend this to a friend.",Positive
awh11 - January,5,"Customer rating: 5 out of 5 stars The Best Headphones I've Used Reviewed by awh11 - January 12, 2023 [This review was collected as part of a promotion.] I believe the hype now. These honestly are the best pair of headphones I’ve used. To me it all comes down to fundamentals: the sound and noise canceling quality are unrivaled. The headphones were comfortable and surprisingly slim for this type of headphone.

Given the press about the 1000X line I expected the quality to be great, but I also found some unexpected surprises in the touch interface, notably being able to “cover” your ear cup with your hand to pull in ambient sound and lower the volume so you can hear something or talk with someone for a second. Another surprise was how much customization is at your fingertips with the Headphones Connect app.

Any complaints I have are generally pretty trivial: the included USB cable is laughably short and isn’t of much help, and the badges in the Headphones Connect app felt a bit egregious when you clear out a notification dot because you changed an EQ setting. I easily got past both of those knowing the fundamentals are rock solid.

For anyone in the market for a pair of premium headphones, I can’t recommend these enough. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
"DannyA - June 20,",5,"Customer rating: 5 out of 5 stars Amazing Sound Quality Verified Buyer Reviewed by DannyA - June 20, 2025 [This review was collected as part of a promotion.] The sound is spectacular. Powerful bass, clear highs, and the best noise cancellation I've ever experienced. The battery lasts a long time and they're super comfortable, even after hours of use. Highly recommended. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
FabiolaSR - January,5,"Customer rating: 5 out of 5 stars Great buy; headphones 10/10 Verified Buyer Reviewed by FabiolaSR - January 6, 2024 [This review was collected as part of a promotion.] Great headphones. I understand all the hype about them now. Love the noise canceling and how it stops when it hears you speak. The music sounds really clear, really good sound quality. I'm in love with the color and shape of the headphones, very aesthetic, and the case is super useful. Also like the fact that it has a headphone jack, perfect for flights. Haven't tried the 360 reality audio yet, but I've read that you have to pay for an app to have that so I don't think that's something I'll do. Overall in love with these, no problems so far, and so it's worth the money. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Ceddy - September,5,"Customer rating: 5 out of 5 stars XM5 are awesome!!! Verified Buyer Reviewed by Ceddy - September 18, 2022 [This review was collected as part of a promotion.] Honestly transparency not clear like the Apple AirPod max but in my opinion the XM5 are a better all around built headphones. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
WRizzo - November,5,"Customer rating: 5 out of 5 stars Amazing, headphones Verified Buyer Reviewed by WRizzo - November 7, 2022 [This review was collected as part of a promotion.] Amazing noise, canceling headphones! Highly recommend! Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
Chandler - June,4,"Customer rating: 4 out of 5 stars WH-1000XM5.  phenomenal noise, cancellation. Verified Buyer Reviewed by Chandler - June 10, 2025 [This review was collected as part of a promotion.] Great headphones! I have owned the XM2,XM3, XM4, and the XM5.
I have enjoyed these headphones for their phenomenal noise, cancellation. They have amazing adoptability in the app on how much or little noise canceling you would like how you would like the headphones to sound if you would like the headphones to adjust automatically to your surroundings or you adjust it manually. The app and headphones are designed to be easy to use yet. Give you complete control.
I use these headphones every day and having it be a large 30 hour battery life with ANC on is incredible. I am a very heavy user of the headphones and love the battery life, comfort, ease of use, solid connectivity, great sounding audio.
I’m a student and do a lot of video editing work, these headphones, allow me to focus on my work and not get distracted by all the noise in activity around me.
One minor complaint is the previous models of Sony‘s wireless headphones all were collapsible, and the earmuffs folded in this model is not collapsible, which makes it harder to store in my bag since the carrying case is much larger, and I frequently grab the headphones backwards since that earmuffs fold the opposite direction of the previous models. Besides that love the headphones. Review originally posted on bestbuy.com Yes, I would recommend this to a friend.",Positive
